@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread.value,freetoreadLabel.value,prism:issn,pii,prism:issueIdentifier,prism:isbn,pubmed-id,@_fa,affilname,affiliation-city,affiliation-country,language,year,main_author
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85026848123'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85026848123?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85026848123&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85026848123&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0143622816300996'}]",https://api.elsevier.com/content/abstract/scopus_id/85026848123,SCOPUS_ID:85026848123,2-s2.0-85026848123,Difference of urban development in China from the perspective of passenger transport around Spring Festival,Xu J.,Applied Geography,,87,85-96,2017-10-01,October 2017,10.1016/j.apgeog.2017.07.014,104,Journal,ar,Article,,27471,0,False,,,01436228,S0143622816300996,,,,true,"Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences",Beijing,China,en,2017,Xu J.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85032837582'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85032837582?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85032837582&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032837582&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85032837582,SCOPUS_ID:85032837582,2-s2.0-85032837582,Temporary structure simulation analysis of bridge construction in large urban traffic construction,Tie C.,"Proceedings - 2016 International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2016",,,546-549,2017-09-19,19 September 2017,10.1109/ICITBS.2016.151,2,Conference Proceeding,cp,Conference Paper,8047220,21100836170,0,False,,,,,,"[{'@_fa': 'true', '$': '[9781509060610]'}]",,true,Shijiazhuang Tiedao University,Shijiazhuang,China,en,2017,Tie C.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85032816145'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85032816145?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85032816145&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032816145&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85032816145,SCOPUS_ID:85032816145,2-s2.0-85032816145,Research on optimized land use structure of kunming under the concept of smart city-analysis based on big data of urban development,Wei R.,"Proceedings - 2016 International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2016",,,155-158,2017-09-19,19 September 2017,10.1109/ICITBS.2016.49,1,Conference Proceeding,cp,Conference Paper,8047128,21100836170,0,False,,,,,,"[{'@_fa': 'true', '$': '[9781509060610]'}]",,true,Yunnan Normal University,Chenggong,China,en,2017,Wei R.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85031043738'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85031043738?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85031043738&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85031043738&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85031043738,SCOPUS_ID:85031043738,2-s2.0-85031043738,Exploration of urban spatial planning evaluation based on human-land harmony,Hu X.S.,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",,42,1189-1195,2017-09-12,12 September 2017,10.5194/isprs-archives-XLII-2-W7-1189-2017,2,Conference Proceeding,cp,Conference Paper,,21100248929,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]",16821750,,2W7,,,true,Hainan Geomatics Center of National Administration of Surveying,,China,en,2017,Hu X.S.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85031035965'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85031035965?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85031035965&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85031035965&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85031035965,SCOPUS_ID:85031035965,2-s2.0-85031035965,A web-based framework for visualizing industrial spatiotemporal distribution using standard deviational ellipse and shifting routes of gravity centers,Song Y.,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",,42,129-135,2017-09-12,12 September 2017,10.5194/isprs-archives-XLII-2-W7-129-2017,2,Conference Proceeding,cp,Conference Paper,,21100248929,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]",16821750,,2W7,,,true,Wuhan University,Wuhan,China,en,2017,Song Y.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85019105014'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85019105014?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85019105014&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019105014&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85019105014,SCOPUS_ID:85019105014,2-s2.0-85019105014,Integrating multi-source big data to infer building functions,Niu N.,International Journal of Geographical Information Science,13623087,31,1871-1890,2017-09-02,2 September 2017,10.1080/13658816.2017.1325489,100,Journal,ar,Article,,28040,0,False,,,13658816,,9,,,true,Sun Yat-Sen University,Guangzhou,China,en,2017,Niu N.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85030224642'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85030224642?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85030224642&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85030224642&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85030224642,SCOPUS_ID:85030224642,2-s2.0-85030224642,Research on the positioning of protection and utilization of historic districts under big data analysis,Zhang J.,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",,42,731-735,2017-08-18,18 August 2017,10.5194/isprs-archives-XLII-2-W5-731-2017,6,Conference Proceeding,cp,Conference Paper,,21100248929,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",16821750,,2W5,,,true,Beijing Tsinghua Tongheng Urban Planning and Design Institute,Beijing,China,en,2017,Zhang J.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85030233282'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85030233282?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85030233282&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85030233282&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85030233282,SCOPUS_ID:85030233282,2-s2.0-85030233282,Big data for public transportation: A DSS framework,Guido G.,"5th IEEE International Conference on Models and Technologies for Intelligent Transportation Systems, MT-ITS 2017 - Proceedings",,,872-877,2017-08-08,8 August 2017,10.1109/MTITS.2017.8005635,18,Conference Proceeding,cp,Conference Paper,8005635,21100832402,0,False,,,,,,"[{'@_fa': 'true', '$': '[9781509064847]'}]",,true,Università della Calabria,Rende,Italy,en,2017,Guido G.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85015837546'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85015837546?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85015837546&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85015837546&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670716302475'}]",https://api.elsevier.com/content/abstract/scopus_id/85015837546,SCOPUS_ID:85015837546,2-s2.0-85015837546,ICT of the new wave of computing for sustainable urban forms: Their big data and context-aware augmented typologies and design concepts,Bibri S.E.,Sustainable Cities and Society,,32,449-474,2017-07-01,1 July 2017,10.1016/j.scs.2017.04.012,126,Journal,ar,Article,,19700194105,0,False,"[{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]","[{'$': 'All Open Access'}, {'$': 'Green'}]",22106707,S2210670716302475,,,,true,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,en,2017,Bibri S.E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85011898407'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85011898407?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85011898407&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85011898407&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85011898407,SCOPUS_ID:85011898407,2-s2.0-85011898407,Mapping fine-scale population distributions at the building level by integrating multisource geospatial big data,Yao Y.,International Journal of Geographical Information Science,13623087,31,1220-1244,2017-06-03,3 June 2017,10.1080/13658816.2017.1290252,206,Journal,ar,Article,,28040,0,False,,,13658816,,6,,,true,Sun Yat-Sen University,Guangzhou,China,en,2017,Yao Y.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85017517684'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85017517684?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85017517684&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85017517684&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0197397517300498'}]",https://api.elsevier.com/content/abstract/scopus_id/85017517684,SCOPUS_ID:85017517684,2-s2.0-85017517684,"A geo-big data approach to intra-urban food deserts: Transit-varying accessibility, social inequalities, and implications for urban planning",Su S.,Habitat International,,64,22-40,2017-06-01,1 June 2017,10.1016/j.habitatint.2017.04.007,77,Journal,ar,Article,,13760,0,False,,,01973975,S0197397517300498,,,,true,Wuhan University,Wuhan,China,en,2017,Su S.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85007040186'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85007040186?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85007040186&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85007040186&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S003801211630218X'}]",https://api.elsevier.com/content/abstract/scopus_id/85007040186,SCOPUS_ID:85007040186,2-s2.0-85007040186,The significance of digital data systems for smart city policy,Kourtit K.,Socio-Economic Planning Sciences,,58,13-21,2017-06-01,1 June 2017,10.1016/j.seps.2016.10.001,77,Journal,ar,Article,,18291,0,False,,,00380121,S003801211630218X,,,,true,Uniwersytet im. Adama Mickiewicza w Poznaniu,Poznan,Poland,en,2017,Kourtit K.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85027271274'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85027271274?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027271274&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85027271274&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85027271274,SCOPUS_ID:85027271274,2-s2.0-85027271274,Simulation model of land use dynamics and application: Progress and prospects,Li S.,Yaogan Xuebao/Journal of Remote Sensing,20959494,21,329-340,2017-05-25,25 May 2017,10.11834/jrs.20176159,59,Journal,re,Review,,21100248003,1,True,"[{'$': 'all'}, {'$': 'publisherfree2read'}]","[{'$': 'All Open Access'}, {'$': 'Bronze'}]",10074619,,3,,,true,Guangzhou University,Guangzhou,China,en,2017,Li S.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85015900713'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85015900713?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85015900713&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85015900713&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670716304073'}]",https://api.elsevier.com/content/abstract/scopus_id/85015900713,SCOPUS_ID:85015900713,2-s2.0-85015900713,Smart sustainable cities of the future: An extensive interdisciplinary literature review,Bibri S.E.,Sustainable Cities and Society,,31,183-212,2017-05-01,1 May 2017,10.1016/j.scs.2017.02.016,1010,Journal,re,Review,,19700194105,0,False,"[{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]","[{'$': 'All Open Access'}, {'$': 'Green'}]",22106707,S2210670716304073,,,,true,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,en,2017,Bibri S.E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85019762845'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85019762845?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85019762845&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019762845&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85019762845,SCOPUS_ID:85019762845,2-s2.0-85019762845,"Urban informatics for social good: Definitions, tensions, and challenges",Kontokosta C.E.,"Proceedings - 2017 2nd International Workshop on Science of Smart City Operations and Platforms Engineering, in partnership with Global City Teams Challenge, SCOPE 2017",,,52-56,2017-04-18,18 April 2017,10.1145/3063386.3064888,5,Conference Proceeding,cp,Conference Paper,,21100814518,1,True,"[{'$': 'all'}, {'$': 'publisherfree2read'}]","[{'$': 'All Open Access'}, {'$': 'Bronze'}]",,,,"[{'@_fa': 'true', '$': '[9781450349895]'}]",,true,New York University,New York,United States,en,2017,Kontokosta C.E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84992200230'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84992200230?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84992200230&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84992200230&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84992200230,SCOPUS_ID:84992200230,2-s2.0-84992200230,Sensing spatial distribution of urban land use by integrating points-of-interest and Google Word2Vec model,Yao Y.,International Journal of Geographical Information Science,13623087,31,825-848,2017-04-03,3 April 2017,10.1080/13658816.2016.1244608,373,Journal,ar,Article,,28040,0,False,,,13658816,,4,,,true,Sun Yat-Sen University,Guangzhou,China,en,2017,Yao Y.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85015694263'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85015694263?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85015694263&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85015694263&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85015694263,SCOPUS_ID:85015694263,2-s2.0-85015694263,Urban Resilience and Planning Support Systems: The Need for Sentience,Deal B.,Journal of Urban Technology,14661853,24,29-45,2017-01-02,2 January 2017,10.1080/10630732.2017.1285018,54,Journal,ar,Article,,13312,0,False,,,10630732,,1,,,true,University of Illinois Urbana-Champaign,Urbana,United States,en,2017,Deal B.
